"title","totalScore","reviewsCount","price","street","city","categoryName","rank","popularTimesLiveText"
"Gasthaus Stollmühle","4.8","421","$51","Talstraße 38","Stützengrün","German restaurant","9",
"Taverna Vasilis","4.7","523","€20–30","Rathenaustraße 2","Auerbach","Greek restaurant","3",
"Hotel &Restaurant Bühlhaus","4.6","827","€20–30","Bühlstraße 16","Eibenstock","Restaurant","2","Not busy"
"Restaurant Athen Rodewisch","4.5","458","€20–30","Uferstraße 90","Rodewisch","Greek restaurant","6","Now: Usually a little busy"
"Marktkauf Tankstelle","4.4","179",,"Industrieweg 3a","Nordhausen","Gas station","118","Now: Usually not too busy"
"Restaurant Zum Schlossturm","4.7","713","€20–30","Schloßstraße 8A","Auerbach","German restaurant","1","Not busy"
"Restaurant Marsalla","4.7","212","€20–30","Friedrich-Engels-Straße 7","Treuen","Restaurant","5",
"Shell","3.8","74","££","Kasseler Landstraße 6","Nordhausen","Petrol Station","116","A little busy"
"Elektro-Kart-Center Obergebra","4.8","182",,"Schachtstraße 23","Bleicherode","Go-kart track","114",
"Schlemmer Oase",,"0",,"Darrweg 39","Nordhausen","Snack bar","112",
"Bäckerei & Konditorei Jörg Meyer","4.5","230","€1–10","Hauptstraße 87","Bleicherode","Bakery","113",
"Autohaus Eisenbarth GmbH & Co.KG","4.4","167",,"Siedlung Thomas Müntzer 41","Am Ohmberg","Car dealer","117",
"Serways Raststätte Eichsfeld Süd","4","4095","$$$","BAB38, Kirchworbiser Wiesen 2","Kirchworbis","Rest stop","111","A little busy"
"E&M-Döner Pizza-Imbiss Wipperdorf","4.2","56",,"Str. d. Einheit 105","Bleicherode","Pizza Takeout","109",
"Schlichtlings Feinkost-Genuss-Lebensart","4.7","18",,"Kornmarkt 6","Nordhausen","Deli","115",
"Altun Wolkramshäuser Döner und Pizza","4.2","107","€10–20","Hainleitestraße 33","Bleicherode","Turkish restaurant","106",
"Grillhaus Ameen","4.4","474","€1–10","Taschenberg 39","Nordhausen","Snack bar","105",
"Bäckerei Hermann","4.5","289","€10–20","Nordhäuser Str. 2","Leinefelde-Worbis","Bakery","110",
"Andrea`s Waldcafe","4.5","122","€1–10","Wildunger Str. 23","Brehme","Cafe","104",
"Memo Grill","4.4","211","€1–10","Hauptstraße 46","Niederorschel","Kebab shop","102",
"Sushi Circle",,"0","$$","Darrweg 67","Nordhausen","Sushi takeaway","108",
"Serways Raststätte Eichsfeld Nord","4","3273","££","Eichsfeld Nord, A38","Kirchworbis","Motorway services","107","A little busy"
"Cafe Hexenhäuschen","4.7","298","€1–10","Lange Str. 1","Breitenworbis","Cafe","99",
"Pizza Plus","4.3","98","€1–20","Darrweg 39","Nordhausen","Restaurant","100",
"McDonald's","2.8","216","€10–20","Am Helmeberg 2","Werther","Fast food restaurant","103","A little busy"
"Dilan Kebab Haus","4.4","567","€1–10","Bochumer Str. 33","Nordhausen","Kebab shop","97","Now: Usually a little busy"
"Bergmannsklause Gaststätte und Pension Redemann GmbH",,"0",,"Bischofferöder Str. 38","Holungen","Restaurant","95",
"Döner Kebap Haus","4.2","226","€1–10","Töpferstraße 1A","Nordhausen","Kebab shop","101","Now: Usually not too busy"
"Hevi-Grill","3.3","294","€1–10","Löwentorstraße 8","Bleicherode","Snack bar","94","Now: Usually not too busy"
"Altdeutsche Bierstube - Heike Tronnier","4.5","201","€10–20","Hauptstraße 59","Bleicherode","Restaurant","93",
"Hotel & Gasthof Bodenstein","4.4","222",,"Burgstraße 6","Leinefelde-Worbis","Holiday apartment","92",
"Pizzaeck - Dorett Lorenz","4.8","185","€1–10","Barbarastraße 9","Bleicherode","Pizza restaurant","96",
"Zur kleinen Krabbe","4.3","37","€10–20","Bahnhofstraße 15-16","Nordhausen","Seafood restaurant","88",
"Freddy Fresh Pizza Nordhausen","4.1","439","€10–20","Bahnhofspl. 6","Nordhausen","Pizza delivery","89","Now: Usually a little busy"
"Waldgaststätte Teichtal","4.4","424",,"Zum Teichtal 107","Bleicherode","Restaurant","86",
"Asia Bistro","4.5","52","€1–10","Hauptstraße 107","Bleicherode","Asian restaurant","85",
"Gaststätte Zur Linde - Herward Güldenzopf","4.5","6",,"Lindenstraße 14","Sondershausen","Snack bar","90",
"Junkerschänke","4.8","94","€20–30","Schloßstraße 8","Sondershausen","Restaurant","83",
"Istanbul Kebap & Pizzahaus","4.5","607","€1–10","Bäckerstraße 1","Nordhausen","Turkish restaurant","87",
"Royal Döner & Pizza","3","2",,"Reichsstraße 29","Nordhausen","Pizza restaurant","82",
"Imbiss Zum Zoll","4.5","163","€1–10","Am Alten Sportpl. 1","Kleinfurra","Snack bar","98",
"Restaurant „Due Angeli“","4.6","731","€20–30","Bahnhofstraße 30","Nordhausen","Italian restaurant","80",
"Pizzahütte - Osman Atug","3.9","95","€10–20","Freiherr-vom-Stein-Straße 49","Nordhausen","Pizza delivery","78",
"Mai Anh","4.6","488","€10–20","Hallesche Str. 30","Nordhausen","Asian restaurant","77",
"MC Donalds","2.4","60","€10–20","Am Kahrenweg 1","Leinefelde-Worbis","Fast food restaurant","74",
"Schenkes Stübchen","4.3","85","€10–20","Markt 7","Nordhausen","Snack bar","81",
"Zaza Grill","4.3","93","€1–10","Landgrabenstraße 3","Nordhausen","Fast food restaurant","79",
"Pizza King Worbis","4.4","425","€10–20","Obertor 1","Leinefelde-Worbis","Pizza restaurant","72",
"IRODION","4.4","406",,"August-Bebel-Platz 36","Nordhausen","Restaurant","71",
"Ly’s Wohlfühlcafé","4.9","48","€10–20","Lange Str. 75","Leinefelde-Worbis","Cafe","70",
"Việt Village","4.4","197","€10–20","Rautenstraße 5","Nordhausen","Vietnamese restaurant","68",
"Klienbaude","4.5","107","€10–20","Kliengasse 8","Leinefelde-Worbis","Restaurant","73",
"Hotel Reifenstein","4.5","361","$125","Am Sonder 37","Kleinbartloff OT Reifenstein","Hotel","63",
"Bangkok Thai-Food","5","4",,"Freiherr-vom-Stein-Straße 30","Nordhausen","Thai restaurant","62",
"Imbiss Oeztuerk Ercan Kagan","4.8","5",,"Bahnhofstraße 2","Nordhausen","Restaurant","57",
"Anh Mai Asiatische Küche & Sushi Bar","4.7","55","€10–20","Landgrabenstraße 10","Nordhausen","Asian restaurant","60",
"Irmak Kebap House","4.6","445","€1–10","Bahnhofstraße 2","Nordhausen","Turkish restaurant","54",
"Stadtpark-Klause - Helmut Nolte","3.7","3",,"Elisabethstraße 4","Leinefelde-Worbis","Restaurant","52",
"Yady's Pizza Haus","4.1","223","€10–20","Halle-Kasseler-Straße 84B","Bleicherode","Pizza restaurant","51","Now: Usually not too busy"
"Gaststätte Besenbinderstübl Ralf Hohberg","4.6","18",,"Hauptstraße 87","Lipprechterode","Restaurant","49",
"Kreta","4.6","657","€20–30","Breitenbacher Str. 43","Leinefelde-Worbis","Greek restaurant","67",
"Pizza Pub - LaStazione","4","474","€10–20","Bahnhofstraße 12-13","Nordhausen","Italian restaurant","75",
"Hotel & Restaurant „Zur Wipper“","3.8","101",,"Nordhäuser Str. 43","Leinefelde-Worbis","Hotel","47",
"Gasthaus „Zur Stadt Berlin“ & Fabrik","4.6","558","$$","Untertor 1","Leinefelde-Worbis","Steak house","45",
"Asia Cuisine & Sushi Loc Phat","3.6","144","€10–20","Rautenstraße 4","Nordhausen","Restaurant","42",
"Mesut Grill & Pizza Haus","4.3","47","€10–20","Bahnhofstraße 3","Werther","Pizza restaurant","41",
"King of Pizza","4.7","250","€10–20","Rautenstraße 2","Nordhausen","Pizza restaurant","50","Now: Usually not busy"
"Pho Co Vietnam Cuisine","5","11","€20–30","Lange Str. 4D","Nordhausen","Asian restaurant","38",
"Restaurant Antalya Grill","4.1","67","€1–10","Montaniastraße 12","Nordhausen","Kebab shop","36","Now: Usually not too busy"
"Gaststätte Am Anger","4.3","33","£","Friedrichstraße 31","Großlohra","Gastropub","35",
"Inan Grill","4.3","347","€1–10","Hausener Weg 61","Leinefelde-Worbis","Restaurant","34","Now: Usually not too busy"
"Orient Express","4.1","126","€1–10","Lohmarkt 2","Nordhausen","Meat dish restaurant","33","Now: Usually not too busy"
"Nordhäuser Fürstenhof GmbH","4.4","67",,"Bahnhofstraße 12-13","Nordhausen","Restaurant","32","Now: Usually not busy"
"Der Burgermeister","4.5","699","€1–10","Hesseröder Str. 34","Nordhausen","Hamburger restaurant","29",
"Western Grill","4.4","380","€1–10","Darrweg 100","Nordhausen","Hamburger restaurant","30",
"Gaststätte Zur Linde","4.7","6",,"Kirchstraße 2","Kleinbartloff","German restaurant","28",
"Café Central","4.2","784","€10–20","Töpferstraße 1C","Nordhausen","Cafe","27","Not too busy"
"Chinarestaurant Shanghai","4.6","513","€10–20","Freiherr-vom-Stein-Straße 5","Nordhausen","Chinese restaurant","31","Now: Usually not too busy"
"Dorfkrug Zum Heideröslein","4.1","34",,"Heinrich-Werner-Straße 4","Leinefelde-Worbis","German restaurant","24",
"Sadhu Restaurant","4.7","168","€10–20","Bahnhofstraße 19a","Nordhausen","Restaurant","21","A little busy"
"INAN Imbiss am Bahnhof Worbis","4.7","88","€1–10","Franz-Weinrich-Straße 21","Leinefelde-Worbis","Doner kebab restaurant","23","Now: Usually not too busy"
"EAT HAPPY","4.5","8",,"Landgrabenstraße 9","Nordhausen","Sushi takeaway","44",
"Cafe/Restaurant ""Waldhaus Japan""","3.7","76","€10–20","Japanweg 11","Bleicherode","Restaurant","20",
"Stummel... Rast mit Genuss","4.5","642","€10–20","Auf dem Pfingstrasen 4","Breitenworbis","German restaurant","19",
"Schleu's Restaurant im Fachwerk","4.4","275","€20–30","Heinrich-Ernemann-Straße 1A","Gernrode","Restaurant","17",
"Imad's Pizza Haus","4.1","445","€1–10","Halle-Kasseler-Straße 13","Breitenworbis","Pizza restaurant","18","Now: Usually not too busy"
"Restaurante Stadt Terraza","4.5","14","€20–30","Rautenstraße 15","Nordhausen","Restaurant","22",
"Hotel & Restaurant Berliner Hof","3.4","96",,"Hauptstraße 62","Bleicherode","German restaurant","16",
"Eichsfeldsaloon","4.7","159","€20–30","Oberdorfstraße 16","Leinefelde-Worbis","Restaurant","14",
"Gaststätte Rumpelkiste","4.8","368","€20–30","Bahnhofstraße 44","Bleicherode","Restaurant","12",
"Sultans Döner","5","18","€1–10","Str. d. Einheit 105","Bleicherode","Doner kebab restaurant","11",
"Restaurant Domschänke","4.5","46","€10–20","Jähndorfstraße 15","Niederorschel","Restaurant","10",
"Akropolis","4.6","1324","€20–30","Grimmelallee 45","Nordhausen","Greek restaurant","26","Busier than usual"
"Ali's Grill","4.6","111","€1–10","Hauptstraße 45","Bleicherode","Turkish restaurant","8",
"Gaststätte ""Zum weißen Roß""","4.8","76","€10–20","Zum Hinterdorf 51 37355 Niederorschel","Deuna","Restaurant","9",
"Restaurant Zum Deutschen Haus","4.7","181","€10–20","Halle-Kasseler-Straße 37","Sollstedt","Restaurant","13",
"Gaststätte Rolln’s Keller","4.8","304","$$","Am Ohmberg, OT, Hauptstraße 45","Neustadt","Restaurant","6",
"Gaststätte Zum Lindeneck - Thea Teuschler","4.2","35","€10–20","Lindenstraße 11","Bleicherode","Restaurant","4",
"Restaurant Marktschänke - Cathrin Barann","3.8","5",,"Am Markt 4","Sollstedt","Snack bar","3",
"Pizzeria Milano","3.1","36","€1–10","Lindenstraße 16","Bleicherode","Restaurant","15","Now: Usually not busy"
"Gaststätte ""Zum Kuckuck""","4.8","5",,"Dorfstraße 9","Großlohra","Restaurant","2",
"Gaststätte Bürgerhof","4.2","104","€10–20","Bahnhofstraße 56","Bleicherode","Restaurant","7",
"Gaststätte Am Bahnhof","4.4","119","€10–20","Kirchblick 14","Großbodungen","Restaurant","5",
"Zur grünen Eiche","4.6","164","€10–20","Dorfstraße 7","Tülau","Italian restaurant","3","Now: Usually not too busy"
"Restaurant Locanda","3","4","€20–30","Falkenstraße 15","Oberstdorf","Restaurant","20",
"Golf-Älple Obermaiselstein","4.8","146",,"Am Scheid 19","Obermaiselstein","Miniature golf course","169",
"Restaurant Mittagberg","3","26",,"Mittag - Bergstation","Blaichach","Restaurant","167",
"Cafe Restaurant Karatsbichl","4.1","504","€10–20","Karatsbichlweg 1","Oberstdorf","German restaurant","166",
"Kitzebichl Bolsterlang Restaurant & Café","4.7","334","€20–30","Flurstraße 5","Bolsterlang","Restaurant","165",
"Grillpilz Gressow","4.6","181","€1–10","Parkplatz, Grevesmühlener Str. 12a","Gägelow","Snack bar","120",
"Café Restaurant Bergblick","4.3","436","€20–30","Nebelhornstraße 63","Oberstdorf","Restaurant","163",
"die Dorfwirtschaften ""Gaisbock"" und ""Kreuzwirt""","4.4","1756","€20–30","Hauptstraße 11 | D","Fischen","German restaurant","162",
"Moorstüble am Naturfreibad","4.7","865","€10–20","Reichenbach 70","Oberstdorf","Restaurant","168",
"Einmal Eis","4.9","58","€1–10","Lindenstraße 49","Baumgarten","Ice cream shop","111",
"Imbiss","4.6","17","€1–10","Brüeler Ch 3","Sternberg","Snack bar","110",
"Frau Dei Imbiss","4.2","6",,"Kastanienallee 36","Sternberg","Snack bar","109",
"Markt 7 - Das kleine Restaurant","3.6","116","€10–20","Markt 7","Güstrow","Cafe","108",
"Berghotel Sonnenklause","4.4","476",,"Hinang 48","Sonthofen","Hotel","164",
"Benicke Fred Getränkehandel","4.2","26",,"Tarnower Ch 3","Bützow","Snack bar","107",
"Bäckerei Hornung","4.2","188","€10–20","Eisenbahnstraße 5","Güstrow","Bakery","106",
"Doner gas station","4.5","180","€1–10","Pferdemarkt 14","Güstrow","Snack bar","104","Not busy"
"Strand Imbiss","2.5","13",,"Seepromenade","Warin","Snack bar","103",
"REWE To Go bei Aral","3.7","6",,"Aral, Am Eicheneck 7","Güstrow","Supermarket","102","Now: Usually not too busy"
"Dorfgasthof seit 1638","4.2","1224","€20–30","Hauptstraße 13","Fischen","Restaurant","161",
"Alpe Schilpere","4.8","104","$$",,"Oberstaufen","Hiking area","159",
"Oberstdorfer Einkehr Inh. Maren Niepmann","4.3","360","$$","Pfarrstraße 9","Oberstdorf","Restaurant","158",
"OWI Hähnchengrill & Catering | Mecklenburg","3.4","5",,"Pustohl","Rühn","Chicken shop","105",
"Restaurant Cafe Schreinerstube Obermaiselstein","4.6","1199","€20–30","Paßstraße 2A","Obermaiselstein","Restaurant","157",
"Junge Die Bäckerei.","4.4","309","€1–10","Pferdemarkt 29/30","Güstrow","Bakery","101",
"Restaurant Gemse","4.7","166","€20–30","Rainwaldstraße 3","Oberstaufen","Restaurant","156",
"Wirthensohn´s Bäckerei & Konditorei im OBI Markt","4.3","59",,"Berghofer Str. 30","Sonthofen","Bakery","155",
"Restaurant Hubertushof","4.8","4",,"Argenstraße 45","Oberstaufen","Restaurant","160",
"Berghütte Alpe Ober-Hündle","4.7","27",,"Buchenegg 12","Oberstaufen","Mountain cabin","152",
"Berggasthof Goldenes Kreuz","4.6","61",,"Talstraße 41","Blaichach","Inn","150",
"Restaurant Germania",,"0",,"Hindelanger Str. 2","Sonthofen","Restaurant","149",
"Parkhotel Burgmühle","4.8","512",,"Auf d. Insel 2-4","Fischen","Hotel","154",
"Pension – Restaurant Jägerwinkl, Pizzeria Amalfi","4.2","293","$96","Kirchstraße 4","Rettenberg","Restaurant","147",
"Städtle Kebab","4.7","607","€1–10","Hirschstraße 3","Immenstadt","Fast food restaurant","151",
"Hotel Deutsches Haus / Anno1898","4.5","657","£119","Schnitzer-Straße 3","Sonthofen","Hotel","145",
"va bene - Espressobar, Panini, Öle, Spezialitäten","4.8","107","€1–10","Marktpl. 5","Oberstdorf","Cafe","144",
"Berggasthof Oberstiegalpe - Interessengemeinschaft Oberstiegalpe e.V.","4.6","252",,,"Oberstaufen","Inn","148",
"Landgasthof Steinbock","3.3","279","$108","Zur Reite 2","Fischen","Hotel","142",
"Zur Alten Salzstraße","4.5","287","€20–30","Salzstraße 36","Oberstaufen","Restaurant","141",
"Putins Geheimbunker Eiscreme",,"0",,"L11 49","Bützow","Sundae restaurant","100",
"S&C city pizza Güstrow","3.2","93","€10–20","Gleviner Str. 36","Güstrow","Pizza delivery","99","Now: Usually not too busy"
"Oriental Fast Food","5","6",,"Markt 17","Güstrow","Fast food restaurant","98",
"OWI Wohnmobilverleih","3.4","48",,"Hähnchengrill Gesellschaft, Pustohl 24","Rühn","Recreational vehicle rental agency","97",
"Pizza & Pasta Inh. Lugonja Goran","4.3","215","€10–20","Im Dorf 25","Oberstaufen","Italian restaurant","143",
"Galeriecafé & Laden Stine","4.6","80","€1–10","Rühner Str. 16","Bützow","Cafe","94",
"Ristorante-Pizzeria Cortina","4.4","249","€20–30","Panoramaweg 11A","Ofterschwang","Italian restaurant","146",
"Junge Die Bäckerei.","4.3","262","€1–10","Langestraße 43","Bützow","Bakery","93",
"Junge Die Bäckerei.","3.7","27","$$","Heideweg 25","Güstrow","Bakery","92",
"Junge Die Bäckerei.","4.2","58","€10–20","Nebelring 9","Bützow","Bakery","89",
"Springers Mittags- und Partyservice","3.7","89","€1–10","Schwaaner Str. 62","Güstrow","Takeout Restaurant","90",
"Dönerhaus am Famila","4.7","6",,"Friedrich-Engels-Straße 42","Güstrow","Kebab Shop","91",
"Katharina Schmitz","4","1",,"Leute-Wiese 4","Gülzow-Prüzen","Fast food restaurant","88",
"McDonald's","3.7","1877","€10–20","Lindbruch 4","Güstrow","Fast food restaurant","87","Not too busy"
"Restauration Alte Schule Karcheez","4.9","64","€50–60","Hägerfelder Str. 5","Gülzow-Prüzen","Restaurant","86",
"Ice Oasis / mulled wine oasis","4.8","549","€1–10","Hauptstraße 1","Fischen","Sundae restaurant","140",
"Bella Italia","3.8","53","€10–20","Schwaaner Str. 64","Güstrow","Restaurant","85",
"Wurzelhütte - Ofterschwang","4.7","426","€10–20","Panoramaweg 13a","Ofterschwang","Restaurant","139",
"BURGER KING Deutschland GmbH","3.6","1133","€10–20","Am Eicheneck 7","Güstrow","Fast food restaurant","95",
"Pizzeria La Perla","4.4","147","€10–20","Stuibenstraße 15","Immenstadt","Restaurant","137",
"Imbiss Südtreff","4.1","306","€1–10","Clara-Zetkin-Straße 10","Güstrow","Snack bar","84","Now: Usually not busy"
"Steigbach Stüble Restaurant & Catering","4.6","156","€10–20","Landwehrpl. 3","Immenstadt","Restaurant","136",
"Bürgermeister",,"0",,"Markt 1","Güstrow","Restaurant","83",
"Mandala Café & Yoga","5","110","€10–20","Weststraße 14","Oberstdorf","Cafe","138",
"Gaststätte Bölkower Bauernstube","4.4","109","€10–20","Zum Burgwall 1","Mühl Rosin","Restaurant","82",
"Umberto's","4.5","369","€20–30","Weststraße 2","Sonthofen","Pizza restaurant","131",
